0, 16384, 16, 1, 1024, 4920808, 351300, 351284, 0.0666337, 0
0, 16384, 16, 2, 512, 5040392, 231705, 231673, 0.0439493, 0
0, 16384, 16, 4, 256, 5119297, 155108, 155044, 0.0294077, 0
0, 16384, 16, 1, 1024, 4910632, 361472, 361456, 0.0685631, 0
0, 16384, 16, 8, 128, 5144087, 128017, 127889, 0.024282, 0
0, 16384, 16, 2, 512, 5040985, 231119, 231087, 0.0438381, 0
0, 16384, 16, 16, 64, 5123741, 148363, 148107, 0.0281411, 0
0, 16384, 16, 4, 256, 5117716, 154377, 154313, 0.0292819, 0
0, 16384, 16, 32, 32, 5065429, 206679, 206167, 0.0392023, 0
0, 16384, 16, 8, 128, 5145427, 126670, 126542, 0.0240265, 0
0, 16384, 16, 64, 16, 4954266, 317872, 316848, 0.0602928, 0
0, 16384, 16, 16, 64, 5124686, 147467, 147211, 0.0279709, 0
0, 16384, 16, 128, 8, 4834604, 437554, 435506, 0.0829933, 0
0, 16384, 16, 32, 32, 5065293, 206800, 206288, 0.0392254, 0
0, 16384, 16, 256, 4, 4801365, 470778, 466682, 0.0892954, 0
0, 16384, 16, 64, 16, 4953699, 318405, 317381, 0.0603943, 0
0, 16384, 16, 512, 2, 4770504, 501600, 493417, 0.0951423, 0
0, 16384, 16, 128, 8, 4834793, 440033, 437985, 0.0834213, 0
0, 16384, 16, 1024, 1, 4741925, 530183, 514004, 0.100564, 0
0, 16384, 16, 256, 4, 4801518, 470618, 466522, 0.0892651, 0
0, 16384, 8, 1, 2048, 4671086, 601022, 601014, 0.114, 0
0, 16384, 16, 512, 2, 4770399, 501698, 493516, 0.095161, 0
0, 16384, 8, 2, 1024, 4914953, 357205, 357189, 0.0677531, 0
0, 16384, 16, 1024, 1, 4742045, 530048, 513874, 0.100538, 0
0, 16384, 8, 4, 512, 5036021, 236126, 236094, 0.0447874, 0
0, 16384, 8, 1, 2048, 4671086, 601022, 601014, 0.114, 0
0, 16384, 8, 8, 256, 5110553, 161555, 161491, 0.0306433, 0
0, 16384, 8, 2, 1024, 4903427, 368709, 368693, 0.0699354, 0
0, 16384, 8, 16, 128, 5139503, 132640, 132512, 0.0251586, 0
0, 16384, 8, 4, 512, 5033112, 238985, 238953, 0.0453302, 0
0, 16384, 8, 32, 64, 5121761, 150343, 150087, 0.0285167, 0
0, 16384, 8, 8, 256, 5114287, 160432, 160368, 0.0304153, 0
0, 16384, 8, 64, 32, 5063729, 208418, 207906, 0.0395319, 0
0, 16384, 8, 16, 128, 5140874, 131240, 131112, 0.0248932, 0
0, 16384, 8, 128, 16, 4952939, 319165, 318141, 0.0605384, 0
0, 16384, 8, 32, 64, 5121582, 150522, 150266, 0.0285507, 0
0, 16384, 8, 256, 8, 4833939, 438208, 436160, 0.0831176, 0
0, 16384, 8, 64, 32, 5064058, 208074, 207562, 0.0394668, 0
0, 16384, 8, 512, 4, 4801230, 470874, 466778, 0.0893142, 0
0, 16384, 8, 128, 16, 4952465, 319653, 318629, 0.0606309, 0
0, 16384, 8, 1024, 2, 4769343, 502765, 494580, 0.0953632, 0
0, 16384, 8, 256, 8, 4833673, 438420, 436372, 0.0831586, 0
0, 16384, 8, 2048, 1, 4741202, 530916, 514750, 0.100703, 0
0, 16384, 8, 512, 4, 4801482, 470626, 466530, 0.0892671, 0
0, 16384, 4, 1, 4096, 4357764, 914344, 914340, 0.17343, 0
0, 16384, 8, 1024, 2, 4769931, 502177, 493992, 0.0952516, 0
0, 16384, 4, 2, 2048, 4643030, 629113, 629105, 0.119328, 0
0, 16384, 8, 2048, 1, 4740922, 531197, 514993, 0.100756, 0
0, 16384, 4, 4, 1024, 4881005, 391138, 391122, 0.0741896, 0
0, 16384, 4, 1, 4096, 4355472, 916632, 916628, 0.173865, 0
0, 16384, 4, 8, 512, 5026093, 246000, 245968, 0.0466608, 0
0, 16384, 4, 2, 2048, 4643861, 628286, 628278, 0.119171, 0
0, 16384, 4, 16, 256, 5098238, 173905, 173841, 0.0329856, 0
0, 16384, 4, 4, 1024, 4885614, 386494, 386478, 0.0733092, 0
0, 16384, 4, 32, 128, 5130091, 142002, 141874, 0.0269347, 0
0, 16384, 4, 8, 512, 5026421, 245683, 245651, 0.0466006, 0
0, 16384, 4, 64, 64, 5115697, 156400, 156144, 0.0296656, 0
0, 16384, 4, 16, 256, 5105324, 166780, 166716, 0.0316344, 0
0, 16384, 4, 128, 32, 5060710, 211437, 210925, 0.0401045, 0
0, 16384, 4, 32, 128, 5131139, 140969, 140841, 0.0267386, 0
0, 16384, 4, 256, 16, 4950939, 321154, 320130, 0.0609158, 0
0, 16384, 4, 64, 64, 5116278, 155830, 155574, 0.0295574, 0
0, 16384, 4, 512, 8, 4832189, 439934, 437886, 0.0834453, 0
0, 16384, 4, 128, 32, 5060956, 211152, 210640, 0.0400508, 0
0, 16384, 4, 1024, 4, 4799581, 472527, 468431, 0.0896277, 0
0, 16384, 4, 256, 16, 4949738, 322420, 321396, 0.0611552, 0
0, 16384, 4, 2048, 2, 4768799, 503305, 495119, 0.0954657, 0
0, 16384, 4, 512, 8, 4832606, 439541, 437493, 0.0833704, 0
0, 16384, 2, 1, 8192, 3876213, 1395934, 1395932, 0.264775, 0
0, 16384, 4, 1024, 4, 4798950, 475453, 471357, 0.0901435, 0
0, 16384, 2, 2, 4096, 4306957, 965151, 965147, 0.183067, 0
0, 16384, 4, 2048, 2, 4768728, 503415, 495229, 0.0954858, 0
0, 16384, 2, 4, 2048, 4594282, 677837, 677829, 0.12857, 0
0, 16384, 2, 1, 8192, 3878049, 1394098, 1394096, 0.264427, 0
0, 16384, 2, 8, 1024, 4823124, 449582, 449566, 0.0852659, 0
0, 16384, 2, 2, 4096, 4313336, 958768, 958764, 0.181857, 0
0, 16384, 2, 16, 512, 4982506, 289612, 289580, 0.0549328, 0
0, 16384, 2, 4, 2048, 4571843, 700261, 700253, 0.132824, 0
0, 16384, 2, 32, 256, 5074610, 197537, 197473, 0.037468, 0
0, 16384, 2, 8, 1024, 4820318, 451775, 451759, 0.0856918, 0
0, 16384, 2, 64, 128, 5099799, 172309, 172181, 0.0326831, 0
0, 16384, 2, 16, 512, 4986814, 285322, 285290, 0.0541189, 0
0, 16384, 2, 128, 64, 5094035, 178111, 177855, 0.0337834, 0
