0, 262144, 512, 512, 4879519, 392692, 289791, 0.0744834, 0
0, 262144, 512, 256, 4907373, 364845, 287546, 0.0692014, 0
0, 262144, 256, 1024, 4880032, 392218, 289414, 0.0743929, 0
0, 262144, 256, 512, 4907293, 364983, 287619, 0.0692268, 0
0, 262144, 256, 256, 4937125, 335108, 280007, 0.0635609, 0
0, 262144, 128, 2048, 4879941, 392281, 289757, 0.0744053, 0
0, 262144, 128, 1024, 4907063, 365144, 287952, 0.0692583, 0
0, 262144, 128, 512, 4937121, 335090, 279997, 0.0635578, 0
0, 262144, 128, 256, 4971135, 303380, 270654, 0.0575181, 0
0, 262144, 64, 4096, 4879786, 392436, 289949, 0.0744347, 0
0, 262144, 64, 2048, 4907420, 367035, 290010, 0.0695873, 0
0, 262144, 64, 1024, 4937209, 335043, 280064, 0.0635484, 0
0, 262144, 64, 512, 4971380, 303089, 270381, 0.0574634, 0
0, 262144, 64, 256, 5063290, 208932, 192548, 0.0396288, 0
0, 262144, 32, 8192, 4879946, 392265, 289576, 0.0744024, 0
0, 262144, 32, 4096, 4907591, 364616, 287503, 0.0691581, 0
0, 262144, 32, 2048, 4937306, 334955, 279888, 0.0635316, 0
0, 262144, 32, 1024, 4971000, 301247, 268534, 0.0571383, 0
0, 262144, 32, 512, 5063419, 208803, 192419, 0.0396044, 0
0, 262144, 32, 256, 5152381, 122088, 113896, 0.023147, 0
0, 262144, 16, 16384, 4880434, 391827, 288967, 0.0743186, 0
0, 262144, 16, 8192, 4907647, 364571, 287262, 0.0691495, 0
0, 262144, 16, 4096, 4937858, 334399, 279263, 0.0634262, 0
0, 262144, 16, 2048, 4971832, 302668, 269949, 0.0573833, 0
0, 262144, 16, 1024, 5063717, 208569, 192186, 0.0395595, 0
0, 262144, 16, 512, 5151649, 120601, 112409, 0.0228747, 0
0, 262144, 16, 256, 5199623, 72614, 68518, 0.0137729, 0
0, 262144, 8, 32768, 4881316, 390945, 287654, 0.0741513, 0
0, 262144, 8, 16384, 4908777, 363455, 286012, 0.0689376, 0
0, 262144, 8, 8192, 4938454, 333753, 278591, 0.0633042, 0
0, 262144, 8, 4096, 4972462, 299799, 267075, 0.0568635, 0
0, 262144, 8, 2048, 5063874, 208387, 192004, 0.0395252, 0
0, 262144, 8, 1024, 5152027, 120750, 112558, 0.0229006, 0
0, 262144, 8, 512, 5201527, 72978, 68882, 0.013836, 0
0, 262144, 8, 256, 5228281, 43976, 41928, 0.00834102, 0
0, 262144, 4, 65536, 4882100, 390122, 287337, 0.0739957, 0
0, 262144, 4, 32768, 4909828, 362390, 285119, 0.0687358, 0
0, 262144, 4, 16384, 4939603, 332619, 277295, 0.063089, 0
0, 262144, 4, 8192, 4973170, 299106, 266376, 0.0567319, 0
0, 262144, 4, 4096, 5064504, 207707, 191323, 0.0393966, 0
0, 262144, 4, 2048, 5151981, 120237, 112045, 0.0228058, 0
0, 262144, 4, 1024, 5199741, 72477, 68381, 0.013747, 0
0, 262144, 4, 512, 5228248, 44009, 41961, 0.00834728, 0
0, 262144, 4, 256, 5244042, 28195, 27171, 0.00534782, 0
0, 262144, 2, 131072, 4882350, 389868, 287591, 0.0739476, 0
0, 262144, 2, 65536, 4909872, 362389, 285222, 0.068735, 0
0, 262144, 2, 32768, 4939162, 333060, 277712, 0.0631726, 0
0, 262144, 2, 16384, 4971612, 302830, 270120, 0.0574146, 0
0, 262144, 2, 8192, 5064295, 207912, 191528, 0.0394355, 0
0, 262144, 2, 4096, 5151703, 120534, 112342, 0.022862, 0
0, 262144, 2, 2048, 5199755, 72463, 68367, 0.0137443, 0
0, 262144, 2, 1024, 5225355, 46902, 44854, 0.008896, 0
0, 262144, 2, 512, 5242347, 30423, 29399, 0.00576983, 0
0, 262144, 2, 256, 5250776, 21485, 20973, 0.0040751, 0
0, 262144, 1, 262144, 4882155, 390095, 290840, 0.0739902, 0
0, 262144, 1, 131072, 4909800, 362457, 285748, 0.068748, 0
0, 262144, 1, 65536, 4934471, 337750, 283406, 0.0640622, 0
0, 262144, 1, 32768, 4965688, 306519, 273777, 0.0581386, 0
0, 262144, 1, 16384, 5061349, 210862, 194478, 0.039995, 0
0, 262144, 1, 8192, 5128407, 143865, 135673, 0.0272871, 0
0, 262144, 1, 4096, 5193842, 78390, 74294, 0.0148685, 0
0, 262144, 1, 2048, 5217629, 54593, 52545, 0.0103548, 0
0, 262144, 1, 1024, 5230000, 42207, 41183, 0.00800557, 0
0, 262144, 1, 512, 5211672, 60546, 60034, 0.011484, 0
0, 262144, 1, 256, 5215396, 56815, 56559, 0.0107763, 0
1, 262144, 512, 512, 4891938, 380334, 260547, 0.0721385, 0
1, 262144, 512, 256, 4918369, 353881, 262202, 0.0671214, 0
1, 262144, 256, 1024, 4892079, 382378, 262708, 0.0724962, 0
1, 262144, 256, 512, 4918361, 353872, 262471, 0.0671199, 0
1, 262144, 256, 256, 4947989, 324261, 258951, 0.0615033, 0
1, 262144, 128, 2048, 4891867, 380394, 261576, 0.0721501, 0
1, 262144, 128, 1024, 4918296, 353961, 263319, 0.0671365, 0
1, 262144, 128, 512, 4947888, 324334, 259671, 0.0615175, 0
1, 262144, 128, 256, 4981324, 290898, 258130, 0.0551756, 0
1, 262144, 64, 4096, 4891747, 380475, 262834, 0.072166, 0
1, 262144, 64, 2048, 4918180, 354031, 264460, 0.0671504, 0
1, 262144, 64, 1024, 4947716, 324491, 260687, 0.0615475, 0
1, 262144, 64, 512, 4981312, 290945, 258177, 0.0551841, 0
1, 262144, 64, 256, 5070819, 201431, 185047, 0.0382059, 0
1, 262144, 32, 8192, 4891809, 380409, 262893, 0.0721535, 0
1, 262144, 32, 4096, 4918255, 354002, 264555, 0.0671443, 0
1, 262144, 32, 2048, 4947729, 324493, 260900, 0.0615477, 0
