"((16, 4096, 262144, 1), (16, 8192, 524288, 1))",0.8489363753264961,1.4339
"((8, 64, 262144, 1), (8, 128, 524288, 1))",1.0068191932733903,1.8683
"((8, 256, 262144, 0), (8, 512, 524288, 0))",1.0921306622485103,1.8683
"((32, 8192, 262144, 0), (32, 16384, 524288, 0))",1.1989503179792393,1.1788
"((16, 1, 262144, 2), (16, 2, 524288, 2))",1.3133240133099617,1.4339
"((2, 32, 262144, 0), (2, 64, 524288, 0))",1.4470934924949326,2.9364
"((1, 2048, 262144, 0), (1, 4096, 524288, 0))",1.708196807596568,4.2447
"((1, 1, 262144, 2), (1, 2, 524288, 2))",2.0757207020867954,4.2447
"((64, 1, 262144, 2), (64, 2, 524288, 2))",3.163371183983137,0.9985999999999999
