4096,64,1,0.1591,2.3720,2.3003
4096,64,2, confi,nfigur,nfigur
4096,64,4, confi,nfigur,nfigur
4096,64,8, confi,nfigur,nfigur
4096,64,16, confi,nfigur,nfigur
4096,64,32, confi,nfigur,nfigur
4096,64,64, confi,nfigur,nfigur
4096,64,128, confi,nfigur,nfigur
4096,64,256, confi,nfigur,nfigur
4096,128,1, confi,nfigur,nfigur
4096,128,2, confi,nfigur,nfigur
4096,128,4, confi,nfigur,nfigur
4096,128,8, confi,nfigur,nfigur
4096,128,16, confi,nfigur,nfigur
4096,128,32, confi,nfigur,nfigur
4096,128,64, confi,nfigur,nfigur
4096,128,128, confi,nfigur,nfigur
4096,128,256, confi,nfigur,nfigur
4096,256,1, confi,nfigur,nfigur
4096,256,2, confi,nfigur,nfigur
4096,256,4, confi,nfigur,nfigur
4096,256,8, confi,nfigur,nfigur
4096,256,16, confi,nfigur,nfigur
4096,256,32, confi,nfigur,nfigur
4096,256,64, confi,nfigur,nfigur
4096,256,128, confi,nfigur,nfigur
4096,256,256, confi,nfigur,nfigur
16384,1,1,0.2306,0.3599,0.2903
16384,1,2,0.1975,0.3030,0.2334
16384,1,4,0.1581,0.3636,0.2940
16384,1,8,0.1166,0.3346,0.2650
16384,1,16,0.0959,0.3273,0.2577
16384,1,32,0.0855,0.3255,0.2559
16384,1,64,0.0803,0.3250,0.2554
16384,1,128,0.0777,0.3249,0.2553
16384,1,256,0.0764,0.3180,0.2484
16384,2,1,0.2096,0.3485,0.3089
16384,2,2,0.1728,0.2911,0.2515
16384,2,4,0.1303,0.3576,0.3180
16384,2,8,0.0840,0.3226,0.2831
16384,2,16,0.0608,0.3139,0.2743
16384,2,32,0.0492,0.3117,0.2722
16384,2,64,0.0434,0.3112,0.2716
16384,2,128,0.0406,0.3111,0.2715
16384,2,256,0.0391,0.3038,0.2643
16384,4,1,0.2313,0.3860,0.3598
16384,4,2,0.1870,0.3160,0.2897
16384,4,4,0.1478,0.3959,0.3696
16384,4,8,0.0870,0.3476,0.3213
16384,4,16,0.0565,0.3355,0.3092
16384,4,32,0.0413,0.3325,0.3062
16384,4,64,0.0337,0.3317,0.3055
16384,4,128,0.0299,0.3315,0.3053
16384,4,256,0.0280,0.3225,0.2963
16384,8,1,0.2877,0.4814,0.4518
16384,8,2,0.2335,0.4041,0.3745
16384,8,4,0.1268,0.3141,0.2845
16384,8,8,0.0998,0.4243,0.3947
16384,8,16,0.0599,0.4039,0.3743
16384,8,32,0.0400,0.3988,0.3692
16384,8,64,0.0300,0.3975,0.3679
16384,8,128,0.0250,0.3972,0.3676
16384,8,256,0.0226,0.3881,0.3585
16384,16,1,0.3017,0.5946,0.5637
16384,16,2,0.2468,0.5133,0.4824
16384,16,4,0.1742,0.7267,0.6958
16384,16,8,0.0950,0.6465,0.6156
16384,16,16,0.0554,0.6264,0.5955
16384,16,32,0.0356,0.6214,0.5905
16384,16,64,0.0257,0.6202,0.5892
16384,16,128, confi,nfigur,nfigur
16384,16,256, confi,nfigur,nfigur
16384,32,1,0.2582,0.8129,0.7740
16384,32,2,0.2107,0.7272,0.6882
16384,32,4,0.1282,0.7123,0.6734
16384,32,8,0.0938,1.1583,1.1193
16384,32,16,0.0546,1.0800,1.0411
16384,32,32, confi,nfigur,nfigur
16384,32,64, confi,nfigur,nfigur
16384,32,128, confi,nfigur,nfigur
16384,32,256, confi,nfigur,nfigur
16384,64,1,0.4038,1.5455,1.4692
16384,64,2,0.2388,1.5323,1.4561
16384,64,4,0.1688,2.3765,2.3003
16384,64,8, confi,nfigur,nfigur
16384,64,16, confi,nfigur,nfigur
16384,64,32, confi,nfigur,nfigur
16384,64,64, confi,nfigur,nfigur
16384,64,128, confi,nfigur,nfigur
16384,64,256, confi,nfigur,nfigur
16384,128,1,1.0526,3.8620,3.7689
16384,128,2, confi,nfigur,nfigur
16384,128,4, confi,nfigur,nfigur
16384,128,8, confi,nfigur,nfigur
16384,128,16, confi,nfigur,nfigur
16384,128,32, confi,nfigur,nfigur
16384,128,64, confi,nfigur,nfigur
16384,128,128, confi,nfigur,nfigur
16384,128,256, confi,nfigur,nfigur
16384,256,1, confi,nfigur,nfigur
16384,256,2, confi,nfigur,nfigur
16384,256,4, confi,nfigur,nfigur
16384,256,8, confi,nfigur,nfigur
16384,256,16, confi,nfigur,nfigur
16384,256,32, confi,nfigur,nfigur
16384,256,64, confi,nfigur,nfigur
16384,256,128, confi,nfigur,nfigur
16384,256,256, confi,nfigur,nfigur
262144,1,1,1.5689,1.1942,0.8687
262144,1,2,1.1764,0.9181,0.5926
262144,1,4,0.9926,0.8159,0.4904
262144,1,8,0.8583,0.6461,0.3206
262144,1,16,0.8062,0.5978,0.2723
262144,1,32,0.7767,0.5387,0.2131
262144,1,64,0.7391,0.5914,0.2658
262144,1,128,0.7031,0.5695,0.2440
262144,1,256,0.6851,0.5641,0.2386
262144,2,1,1.6576,1.2784,0.9817
262144,2,2,1.1643,1.0025,0.7058
262144,2,4,0.8829,0.7592,0.4625
262144,2,8,0.7535,0.6547,0.3580
262144,2,16,0.6901,0.6056,0.3089
262144,2,32,0.6533,0.5482,0.2515
262144,2,64,0.6108,0.6147,0.3180
262144,2,128,0.5645,0.5797,0.2831
262144,2,256,0.5413,0.5710,0.2743
262144,4,1,1.5794,1.1812,0.9644
262144,4,2,1.0858,0.8975,0.6807
262144,4,4,0.8465,0.7214,0.5046
262144,4,8,0.6986,0.6146,0.3977
262144,4,16,0.6237,0.5766,0.3598
262144,4,32,0.5795,0.5066,0.2897
262144,4,64,0.5403,0.5865,0.3696
262144,4,128,0.4795,0.5382,0.3213
262144,4,256,0.4490,0.5261,0.3092
262144,8,1,1.6857,1.2862,1.0861
262144,8,2,1.1078,0.9979,0.7978
262144,8,4,0.8537,0.7961,0.5960
262144,8,8,0.6692,0.6848,0.4847
262144,8,16,0.5659,0.6519,0.4518
262144,8,32,0.5117,0.5746,0.3745
262144,8,64,0.4050,0.4846,0.2845
262144,8,128,0.3780,0.5948,0.3947
262144,8,256,0.3382,0.5744,0.3743
262144,16,1,1.5848,1.3932,1.2461
262144,16,2,1.3535,1.3148,1.1677
262144,16,4,0.8086,0.8635,0.7164
262144,16,8,0.6393,0.7503,0.6032
262144,16,16,0.5402,0.7108,0.5637
262144,16,32,0.4853,0.6295,0.4824
262144,16,64,0.4127,0.8429,0.6958
262144,16,128,0.3335,0.7627,0.6156
262144,16,256,0.2940,0.7426,0.5955
262144,32,1,2.0144,1.7054,1.5591
262144,32,2,1.3261,1.5197,1.3734
262144,32,4,0.9206,1.3566,1.2103
262144,32,8,0.5837,0.9790,0.8327
262144,32,16,0.4897,0.9203,0.7740
262144,32,32,0.4422,0.8346,0.6882
262144,32,64,0.3597,0.8197,0.6734
262144,32,128,0.3252,1.2656,1.1193
262144,32,256,0.2861,1.1874,1.0411
262144,64,1,2.2119,3.3739,3.2074
262144,64,2,1.2087,1.9131,1.7466
262144,64,4,0.8675,1.7972,1.6307
262144,64,8,0.6861,1.7156,1.5491
262144,64,16,0.5965,1.6357,1.4692
262144,64,32,0.4315,1.6226,1.4561
262144,64,64,0.3615,2.4668,2.3003
262144,64,128, confi,nfigur,nfigur
262144,64,256, confi,nfigur,nfigur
262144,128,1,2.1124,4.7461,4.5724
262144,128,2,2.1683,4.1626,3.9889
262144,128,4,1.7839,4.0706,3.8969
262144,128,8,0.9540,3.7639,3.5902
262144,128,16,1.2237,3.9426,3.7689
262144,128,32, confi,nfigur,nfigur
262144,128,64, confi,nfigur,nfigur
262144,128,128, confi,nfigur,nfigur
262144,128,256, confi,nfigur,nfigur
262144,256,1, confi,nfigur,nfigur
262144,256,2, confi,nfigur,nfigur
262144,256,4, confi,nfigur,nfigur
262144,256,8, confi,nfigur,nfigur
262144,256,16, confi,nfigur,nfigur
262144,256,32, confi,nfigur,nfigur
262144,256,64, confi,nfigur,nfigur
262144,256,128, confi,nfigur,nfigur
262144,256,256, confi,nfigur,nfigur
262144,512,1, confi,nfigur,nfigur
262144,512,2, confi,nfigur,nfigur
262144,512,4, confi,nfigur,nfigur
262144,512,8, confi,nfigur,nfigur
262144,512,16, confi,nfigur,nfigur
262144,512,32, confi,nfigur,nfigur
262144,512,64, confi,nfigur,nfigur
262144,512,128, confi,nfigur,nfigur
262144,512,256, confi,nfigur,nfigur
4194304,1,1,14.745,12.686,10.326
4194304,1,2,9.8958,5.5675,3.2073
4194304,1,4,7.5267,5.0275,2.6673
4194304,1,8,6.1725,3.5533,1.1930
4194304,1,16,5.5100,3.3466,0.9863
4194304,1,32,5.1130,2.9073,0.5471
4194304,1,64,4.9475,2.8070,0.4468
4194304,1,128,4.8317,2.6629,0.3026
4194304,1,256,4.8093,2.7132,0.3530
4194304,1,512,4.7589,2.5571,0.1969
4194304,1,1024,4.7250,2.6035,0.2433
4194304,1,2048,4.6937,2.5863,0.2261
4194304,1,4096,4.6781,2.5820,0.2218
4194304,1,8192,4.6703,2.5809,0.2207
4194304,1,16384,4.6664,2.5807,0.2204
4194304,1,32768,4.288,2.5424,0.2204
4194304,1,65536,4.1151,2.1849,0.2137
4194304,1,131072,4.2563,2.2745,0.2120
4194304,1,262144,4.4068,2.3687,0.2116
4194304,1,524288,5.6496,2.9921,0.2115
4194304,1,1048576,6.9432,3.4540,0.2115
4194304,1,2097152,10.703,8.8123,0.2115
4194304,1,4194304, confi,nfigur,nfigur
4194304,2,1,15.907,12.436,9.9050
4194304,2,2,10.150,5.9649,3.4334
4194304,2,4,7.5440,4.6660,2.1346
4194304,2,8,6.1587,3.7766,1.2451
4194304,2,16,5.3882,3.4001,0.8687
4194304,2,32,4.9957,3.1240,0.5926
4194304,2,64,4.8119,3.0218,0.4904
4194304,2,128,4.6776,2.8520,0.3206
4194304,2,256,4.6255,2.8037,0.2723
4194304,2,512,4.5960,2.7446,0.2131
4194304,2,1024,4.5584,2.7973,0.2658
4194304,2,2048,4.5224,2.7755,0.2440
4194304,2,4096,4.5044,2.7700,0.2386
4194304,2,8192,4.4955,2.7686,0.2372
4194304,2,16384,4.491,2.7683,0.2369
4194304,2,32768,4.3521,2.6112,0.2368
4194304,2,65536,4.1657,2.2146,0.2298
4194304,2,131072,4.3136,2.3092,0.2281
4194304,2,262144,4.9688,2.8030,0.2276
4194304,2,524288,6.0396,3.1343,0.2275
4194304,2,1048576,8.8106,8.6135,0.2275
4194304,2,2097152, confi,nfigur,nfigur
4194304,2,4194304, confi,nfigur,nfigur
4194304,4,1,15.541,12.095,9.9050
4194304,4,2,9.8675,5.6244,3.4339
4194304,4,4,7.1777,4.3251,2.1346
4194304,4,8,5.8318,3.5157,1.3252
4194304,4,16,5.0219,3.0592,0.8687
4194304,4,32,4.6294,2.7831,0.5926
4194304,4,64,4.4456,2.6809,0.4904
4194304,4,128,4.3113,2.5111,0.3206
4194304,4,256,4.2592,2.4628,0.2723
4194304,4,512,4.2297,2.4036,0.2131
4194304,4,1024,4.1921,2.4563,0.2658
4194304,4,2048,4.1561,2.4345,0.2440
4194304,4,4096,4.1381,2.4291,0.2386
4194304,4,8192,4.1291,2.4277,0.2372
4194304,4,16384,4.1247,2.4274,0.2369
4194304,4,32768,4.1224,2.4273,0.2368
4194304,4,65536,3.9837,2.149,0.2298
4194304,4,131072,4.1719,2.4631,0.2281
4194304,4,262144,5.6214,2.9878,0.2276
4194304,4,524288, confi,nfigur,nfigur
4194304,4,1048576, confi,nfigur,nfigur
4194304,4,2097152, confi,nfigur,nfigur
4194304,4,4194304, confi,nfigur,nfigur
4194304,8,1,15.580,11.92,9.8893
4194304,8,2,11.365,5.9744,3.9437
4194304,8,4,7.2068,4.1838,2.1531
4194304,8,8,5.8603,3.3630,1.3324
4194304,8,16,5.0329,2.8820,0.8513
4194304,8,32,4.6402,2.5987,0.5680
4194304,8,64,4.4557,2.4912,0.4605
4194304,8,128,4.3523,2.4627,0.4320
4194304,8,256,4.2981,2.3861,0.3554
4194304,8,512,4.2238,2.2958,0.2651
4194304,8,1024,4.1960,2.4125,0.3818
4194304,8,2048,4.1556,2.3914,0.3607
4194304,8,4096,4.1354,2.3861,0.3554
4194304,8,8192,4.1253,2.3848,0.3541
4194304,8,16384,4.1202,2.3845,0.3538
4194304,8,32768,4.1953,2.472,0.3537
4194304,8,65536,4.9709,2.9093,0.3446
4194304,8,131072, confi,nfigur,nfigur
4194304,8,262144, confi,nfigur,nfigur
4194304,8,524288, confi,nfigur,nfigur
4194304,8,1048576, confi,nfigur,nfigur
4194304,8,2097152, confi,nfigur,nfigur
4194304,8,4194304, confi,nfigur,nfigur
4194304,16,1,15.535,11.895,9.8893
4194304,16,2,11.321,5.9499,3.9437
4194304,16,4,7.1620,4.1593,2.1531
4194304,16,8,5.8155,3.3385,1.3324
4194304,16,16,4.9882,2.8575,0.8513
4194304,16,32,4.5954,2.5742,0.5680
4194304,16,64,4.4109,2.4666,0.4605
4194304,16,128,4.3076,2.4382,0.4320
4194304,16,256,4.2534,2.3616,0.3554
4194304,16,512,4.1791,2.2713,0.2651
4194304,16,1024,4.1513,2.3880,0.3818
4194304,16,2048,4.1109,2.3669,0.3607
4194304,16,4096,4.0906,2.3616,0.3554
4194304,16,8192,4.0805,2.3603,0.3541
4194304,16,16384,4.0755,2.36,0.3538
4194304,16,32768, confi,nfigur,nfigur
4194304,16,65536, confi,nfigur,nfigur
4194304,16,131072, confi,nfigur,nfigur
4194304,16,262144, confi,nfigur,nfigur
4194304,16,524288, confi,nfigur,nfigur
4194304,16,1048576, confi,nfigur,nfigur
4194304,16,2097152, confi,nfigur,nfigur
4194304,16,4194304, confi,nfigur,nfigur
4194304,32,1,15.997,12.542,10.847
4194304,32,2,10.933,6.9986,5.3029
4194304,32,4,7.9009,4.8694,3.1737
4194304,32,8,5.9406,4.0017,2.306
4194304,32,16,5.0761,3.2549,1.5591
4194304,32,32,4.3878,3.0691,1.3734
4194304,32,64,3.9823,2.9060,1.2103
4194304,32,128,3.6454,2.5284,0.8327
4194304,32,256,3.5514,2.4697,0.7740
4194304,32,512,3.5039,2.3840,0.6882
4194304,32,1024,3.4214,2.3691,0.6734
4194304,32,2048,3.3344,2.7968,1.1193
4194304,32,4096,3.2952,2.7186,1.0411
4194304,32,8192, confi,nfigur,nfigur
4194304,32,16384, confi,nfigur,nfigur
4194304,32,32768, confi,nfigur,nfigur
4194304,32,65536, confi,nfigur,nfigur
4194304,32,131072, confi,nfigur,nfigur
4194304,32,262144, confi,nfigur,nfigur
4194304,32,524288, confi,nfigur,nfigur
4194304,32,1048576, confi,nfigur,nfigur
4194304,32,2097152, confi,nfigur,nfigur
4194304,32,4194304, confi,nfigur,nfigur
4194304,64,1,17.390,9.2646,7.705
4194304,64,2,11.771,7.0188,5.4592
4194304,64,4,8.0838,7.8209,6.2612
4194304,64,8,6.5314,5.1208,3.5612
4194304,64,16,5.0979,4.7670,3.2074
4194304,64,32,4.0947,3.3062,1.7466
4194304,64,64,3.7534,3.1903,1.6307
4194304,64,128,3.5721,3.1087,1.5491
4194304,64,256,3.4825,3.0288,1.4692
4194304,64,512,3.2691,2.9977,1.4561
4194304,64,1024,3.1991,3.8419,2.3003
4194304,64,2048, confi,nfigur,nfigur
4194304,64,4096, confi,nfigur,nfigur
4194304,64,8192, confi,nfigur,nfigur
4194304,64,16384, confi,nfigur,nfigur
4194304,64,32768, confi,nfigur,nfigur
4194304,64,65536, confi,nfigur,nfigur
4194304,64,131072, confi,nfigur,nfigur
4194304,64,262144, confi,nfigur,nfigur
4194304,64,524288, confi,nfigur,nfigur
4194304,64,1048576, confi,nfigur,nfigur
4194304,64,2097152, confi,nfigur,nfigur
4194304,64,4194304, confi,nfigur,nfigur
4194304,128,1,15.676,20.315,18.851
4194304,128,2,11.386,8.8753,7.4113
4194304,128,4,7.7389,8.8139,7.3500
4194304,128,8,6.7796,10.796,9.3321
4194304,128,16,4.8496,6.0363,4.5724
4194304,128,32,4.9054,5.4528,3.9889
4194304,128,64,4.5210,5.3608,3.8969
4194304,128,128,3.6911,5.0541,3.5902
4194304,128,256,3.9608,5.2329,3.7689
4194304,128,512, confi,nfigur,nfigur
4194304,128,1024, confi,nfigur,nfigur
4194304,128,2048, confi,nfigur,nfigur
4194304,128,4096, confi,nfigur,nfigur
4194304,128,8192, confi,nfigur,nfigur
4194304,128,16384, confi,nfigur,nfigur
4194304,128,32768, confi,nfigur,nfigur
4194304,128,65536, confi,nfigur,nfigur
4194304,128,131072, confi,nfigur,nfigur
4194304,128,262144, confi,nfigur,nfigur
4194304,128,524288, confi,nfigur,nfigur
4194304,128,1048576, confi,nfigur,nfigur
4194304,128,2097152, confi,nfigur,nfigur
4194304,128,4194304, confi,nfigur,nfigur
4194304,256,1, confi,nfigur,nfigur
4194304,256,2, confi,nfigur,nfigur
4194304,256,4, confi,nfigur,nfigur
4194304,256,8, confi,nfigur,nfigur
4194304,256,16, confi,nfigur,nfigur
4194304,256,32, confi,nfigur,nfigur
4194304,256,64, confi,nfigur,nfigur
4194304,256,128, confi,nfigur,nfigur
4194304,256,256, confi,nfigur,nfigur
4194304,256,512, confi,nfigur,nfigur
4194304,256,1024, confi,nfigur,nfigur
4194304,256,2048, confi,nfigur,nfigur
4194304,256,4096, confi,nfigur,nfigur
4194304,256,8192, confi,nfigur,nfigur
4194304,256,16384, confi,nfigur,nfigur
4194304,256,32768, confi,nfigur,nfigur
4194304,256,65536, confi,nfigur,nfigur
4194304,256,131072, confi,nfigur,nfigur
4194304,256,262144, confi,nfigur,nfigur
4194304,256,524288, confi,nfigur,nfigur
4194304,256,1048576, confi,nfigur,nfigur
4194304,256,2097152, confi,nfigur,nfigur
4194304,256,4194304, confi,nfigur,nfigur
8192,1,1,0.1733,0.2854,0.2515
8192,1,2,0.1308,0.3518,0.3180
8192,1,4,0.0845,0.3169,0.2831
8192,1,8,0.0613,0.3082,0.2743
8192,1,16,0.0497,0.3060,0.2722
8192,1,32,0.0439,0.3055,0.2716
8192,1,64,0.0410,0.3053,0.2715
8192,1,128,0.0396,0.2981,0.2643
8192,1,256,0.0388,0.2963,0.2625
8192,1,512,0.0385,0.2959,0.2620
8192,1,1024,0.0383,0.2958,0.2619
8192,1,2048,0.0382,0.2957,0.2619
8192,1,4096,0.0382,0.2957,0.2619
8192,1,8192, confi,nfigur,nfigur
8192,2,1,0.1534,0.2827,0.2515
8192,2,2,0.1109,0.3492,0.3180
8192,2,4,0.0646,0.3143,0.2831
8192,2,8,0.0414,0.3055,0.2743
8192,2,16,0.0298,0.3034,0.2722
8192,2,32,0.0240,0.3028,0.2716
8192,2,64,0.0211,0.3027,0.2715
8192,2,128,0.0197,0.2955,0.2643
8192,2,256,0.0190,0.2937,0.2625
8192,2,512,0.0186,0.2932,0.2620
8192,2,1024,0.0184,0.2931,0.2619
8192,2,2048,0.0230,0.2838,0.2619
8192,2,4096, confi,nfigur,nfigur
8192,2,8192, confi,nfigur,nfigur
8192,4,1,0.1739,0.3128,0.2897
8192,4,2,0.1347,0.3927,0.3696
8192,4,4,0.0739,0.3444,0.3213
8192,4,8,0.0435,0.3323,0.3092
8192,4,16,0.0282,0.3293,0.3062
8192,4,32,0.0206,0.3285,0.3055
8192,4,64,0.0168,0.3284,0.3053
8192,4,128,0.0149,0.3194,0.2963
8192,4,256,0.0140,0.3171,0.2940
8192,4,512,0.0135,0.3166,0.2935
8192,4,1024, confi,nfigur,nfigur
8192,4,2048, confi,nfigur,nfigur
8192,4,4096, confi,nfigur,nfigur
8192,4,8192, confi,nfigur,nfigur
8192,8,1,0.2234,0.4026,0.3745
8192,8,2,0.1167,0.3125,0.2845
8192,8,4,0.0898,0.4228,0.3947
8192,8,8,0.0499,0.4024,0.3743
8192,8,16,0.0299,0.3973,0.3692
8192,8,32,0.0200,0.3960,0.3679
8192,8,64,0.0150,0.3957,0.3676
8192,8,128,0.0125,0.3865,0.3585
8192,8,256, confi,nfigur,nfigur
8192,8,512, confi,nfigur,nfigur
8192,8,1024, confi,nfigur,nfigur
8192,8,2048, confi,nfigur,nfigur
8192,8,4096, confi,nfigur,nfigur
8192,8,8192, confi,nfigur,nfigur
8192,16,1,0.2389,0.5114,0.4824
8192,16,2,0.1663,0.7248,0.6958
8192,16,4,0.0871,0.6446,0.6156
8192,16,8,0.0475,0.6245,0.5955
8192,16,16,0.0277,0.6195,0.5905
8192,16,32,0.0176,0.6160,0.5892
8192,16,64, confi,nfigur,nfigur
8192,16,128, confi,nfigur,nfigur
8192,16,256, confi,nfigur,nfigur
8192,16,512, confi,nfigur,nfigur
8192,16,1024, confi,nfigur,nfigur
8192,16,2048, confi,nfigur,nfigur
8192,16,4096, confi,nfigur,nfigur
8192,16,8192, confi,nfigur,nfigur
8192,32,1,0.2030,0.7250,0.6882
8192,32,2,0.1205,0.7101,0.6734
8192,32,4,0.0860,1.1560,1.1193
8192,32,8,0.0469,1.0778,1.0411
8192,32,16, confi,nfigur,nfigur
8192,32,32, confi,nfigur,nfigur
8192,32,64, confi,nfigur,nfigur
8192,32,128, confi,nfigur,nfigur
8192,32,256, confi,nfigur,nfigur
8192,32,512, confi,nfigur,nfigur
8192,32,1024, confi,nfigur,nfigur
8192,32,2048, confi,nfigur,nfigur
8192,32,4096, confi,nfigur,nfigur
8192,32,8192, confi,nfigur,nfigur
8192,64,1,0.2323,1.5306,1.4561
8192,64,2,0.1623,2.3748,2.3003
8192,64,4, confi,nfigur,nfigur
8192,64,8, confi,nfigur,nfigur
8192,64,16, confi,nfigur,nfigur
8192,64,32, confi,nfigur,nfigur
8192,64,64, confi,nfigur,nfigur
8192,64,128, confi,nfigur,nfigur
8192,64,256, confi,nfigur,nfigur
8192,64,512, confi,nfigur,nfigur
8192,64,1024, confi,nfigur,nfigur
8192,64,2048, confi,nfigur,nfigur
8192,64,4096, confi,nfigur,nfigur
8192,64,8192, confi,nfigur,nfigur
8192,128,1, confi,nfigur,nfigur
8192,128,2, confi,nfigur,nfigur
8192,128,4, confi,nfigur,nfigur
8192,128,8, confi,nfigur,nfigur
8192,128,16, confi,nfigur,nfigur
8192,128,32, confi,nfigur,nfigur
8192,128,64, confi,nfigur,nfigur
8192,128,128, confi,nfigur,nfigur
8192,128,256, confi,nfigur,nfigur
8192,128,512, confi,nfigur,nfigur
8192,128,1024, confi,nfigur,nfigur
8192,128,2048, confi,nfigur,nfigur
8192,128,4096, confi,nfigur,nfigur
8192,128,8192, confi,nfigur,nfigur
32768,1,1,0.3658,0.4412,0.3390
32768,1,2,0.3081,0.3925,0.2903
32768,1,4,0.2751,0.3356,0.2334
32768,1,8,0.2356,0.3961,0.2940
32768,1,16,0.1941,0.3671,0.2650
32768,1,32,0.1734,0.3599,0.2577
32768,1,64,0.1630,0.3581,0.2559
32768,1,128,0.1578,0.3576,0.2554
32768,1,256,0.1552,0.3575,0.2553
32768,1,512,0.1539,0.3505,0.2484
32768,1,1024,0.1533,0.3488,0.2466
32768,1,2048,0.1530,0.3484,0.2462
32768,1,4096,0.1528,0.3482,0.2461
32768,1,8192,0.1527,0.3482,0.2460
32768,1,16384,0.1527,0.3482,0.2460
32768,1,32768, confi,nfigur,nfigur
32768,2,1,0.3084,0.4422,0.3580
32768,2,2,0.2451,0.3931,0.3089
32768,2,4,0.2082,0.3357,0.2515
32768,2,8,0.1657,0.4022,0.3180
32768,2,16,0.1194,0.3673,0.2831
32768,2,32,0.0962,0.3585,0.2743
32768,2,64,0.0847,0.3564,0.2722
32768,2,128,0.0789,0.3558,0.2716
32768,2,256,0.0760,0.3557,0.2715
32768,2,512,0.0745,0.3485,0.2643
32768,2,1024,0.0738,0.3467,0.2625
32768,2,2048,0.0734,0.3462,0.2620
32768,2,4096,0.0733,0.3461,0.2619
32768,2,8192,0.0755,0.3112,0.2619
32768,2,16384, confi,nfigur,nfigur
32768,2,32768, confi,nfigur,nfigur
32768,4,1,0.3323,0.4495,0.3977
32768,4,2,0.2574,0.4115,0.3598
32768,4,4,0.2131,0.3415,0.2897
32768,4,8,0.1740,0.4214,0.3696
32768,4,16,0.1131,0.3731,0.3213
32768,4,32,0.0827,0.3610,0.3092
32768,4,64,0.0675,0.3580,0.3062
32768,4,128,0.0599,0.3572,0.3055
32768,4,256,0.0561,0.3570,0.3053
32768,4,512,0.0542,0.3480,0.2963
32768,4,1024,0.0532,0.3458,0.2940
32768,4,2048,0.0528,0.3452,0.2935
32768,4,4096, confi,nfigur,nfigur
32768,4,8192, confi,nfigur,nfigur
32768,4,16384, confi,nfigur,nfigur
32768,4,32768, confi,nfigur,nfigur
32768,8,1,0.4111,0.5447,0.4847
32768,8,2,0.3078,0.5118,0.4518
32768,8,4,0.2536,0.4345,0.3745
32768,8,8,0.1469,0.3445,0.2845
32768,8,16,0.1199,0.4547,0.3947
32768,8,32,0.0801,0.4343,0.3743
32768,8,64,0.0601,0.4292,0.3692
32768,8,128,0.0501,0.4280,0.3679
32768,8,256,0.0452,0.4276,0.3676
32768,8,512,0.0427,0.4185,0.3585
32768,8,1024, confi,nfigur,nfigur
32768,8,2048, confi,nfigur,nfigur
32768,8,4096, confi,nfigur,nfigur
