32768,8,8192, confi,nfigur,nfigur
32768,8,16384, confi,nfigur,nfigur
32768,8,32768, confi,nfigur,nfigur
32768,16,1,0.4167,0.6498,0.6032
32768,16,2,0.3176,0.6102,0.5637
32768,16,4,0.2627,0.5290,0.4824
32768,16,8,0.1901,0.7424,0.6958
32768,16,16,0.1109,0.6622,0.6156
32768,16,32,0.0713,0.6421,0.5955
32768,16,64,0.0515,0.6371,0.5905
32768,16,128,0.0416,0.6358,0.5892
32768,16,256, confi,nfigur,nfigur
32768,16,512, confi,nfigur,nfigur
32768,16,1024, confi,nfigur,nfigur
32768,16,2048, confi,nfigur,nfigur
32768,16,4096, confi,nfigur,nfigur
32768,16,8192, confi,nfigur,nfigur
32768,16,16384, confi,nfigur,nfigur
32768,16,32768, confi,nfigur,nfigur
32768,32,1,0.3677,0.8843,0.8327
32768,32,2,0.2736,0.8255,0.7740
32768,32,4,0.2262,0.7398,0.6882
32768,32,8,0.1437,0.7249,0.6734
32768,32,16,0.1092,1.1709,1.1193
32768,32,32,0.0700,1.0926,1.0411
32768,32,64, confi,nfigur,nfigur
32768,32,128, confi,nfigur,nfigur
32768,32,256, confi,nfigur,nfigur
32768,32,512, confi,nfigur,nfigur
32768,32,1024, confi,nfigur,nfigur
32768,32,2048, confi,nfigur,nfigur
32768,32,4096, confi,nfigur,nfigur
32768,32,8192, confi,nfigur,nfigur
32768,32,16384, confi,nfigur,nfigur
32768,32,32768, confi,nfigur,nfigur
32768,64,1,0.5062,1.6363,1.5491
32768,64,2,0.4167,1.5565,1.4692
32768,64,4,0.2516,1.5433,1.4561
32768,64,8,0.1816,2.3875,2.3003
32768,64,16, confi,nfigur,nfigur
32768,64,32, confi,nfigur,nfigur
32768,64,64, confi,nfigur,nfigur
32768,64,128, confi,nfigur,nfigur
32768,64,256, confi,nfigur,nfigur
32768,64,512, confi,nfigur,nfigur
32768,64,1024, confi,nfigur,nfigur
32768,64,2048, confi,nfigur,nfigur
32768,64,4096, confi,nfigur,nfigur
32768,64,8192, confi,nfigur,nfigur
32768,64,16384, confi,nfigur,nfigur
32768,64,32768, confi,nfigur,nfigur
32768,128,1,0.7943,3.6933,3.5902
32768,128,2,1.0640,3.8721,3.7689
32768,128,4, confi,nfigur,nfigur
32768,128,8, confi,nfigur,nfigur
32768,128,16, confi,nfigur,nfigur
32768,128,32, confi,nfigur,nfigur
32768,128,64, confi,nfigur,nfigur
32768,128,128, confi,nfigur,nfigur
32768,128,256, confi,nfigur,nfigur
32768,128,512, confi,nfigur,nfigur
32768,128,1024, confi,nfigur,nfigur
32768,128,2048, confi,nfigur,nfigur
32768,128,4096, confi,nfigur,nfigur
32768,128,8192, confi,nfigur,nfigur
32768,128,16384, confi,nfigur,nfigur
32768,128,32768, confi,nfigur,nfigur
524288,1,1,2.6758,1.7467,1.2768
524288,1,2,1.8555,1.3386,0.8687
524288,1,4,1.4630,1.0625,0.5926
524288,1,8,1.2792,0.9603,0.4904
524288,1,16,1.1449,0.7905,0.3206
524288,1,32,1.0928,0.7422,0.2723
524288,1,64,1.0632,0.6830,0.2131
524288,1,128,1.0256,0.7358,0.2658
524288,1,256,0.9897,0.7139,0.2440
524288,1,512,0.9717,0.7085,0.2386
524288,2,1,2.5820,1.7466,1.3252
524288,2,2,1.7721,1.2901,0.8687
524288,2,4,1.3796,1.0140,0.5926
524288,2,8,1.1958,0.9118,0.4904
524288,2,16,1.0615,0.7420,0.3206
524288,2,32,1.0094,0.6937,0.2723
524288,2,64,0.9798,0.6345,0.2131
524288,2,128,0.9422,0.6872,0.2658
524288,2,256,0.9063,0.6654,0.2440
524288,2,512,0.8883,0.6600,0.2386
524288,4,1,2.8736,1.8860,1.4769
524288,4,2,2.0184,1.3735,0.9644
524288,4,4,1.5248,1.0898,0.6807
524288,4,8,1.2854,0.9137,0.5046
524288,4,16,1.1376,0.8068,0.3977
524288,4,32,1.0627,0.7688,0.3598
524288,4,64,1.0184,0.6988,0.2897
524288,4,128,0.9793,0.7787,0.3696
524288,4,256,0.9184,0.7304,0.3213
524288,4,512,0.8880,0.7183,0.3092
524288,8,1,2.8626,2.3297,1.6302
524288,8,2,2.0310,1.7856,1.0861
524288,8,4,1.4531,1.4973,0.7978
524288,8,8,1.1991,1.2955,0.5960
524288,8,16,1.0146,1.1842,0.4847
524288,8,32,0.9112,1.1513,0.4518
524288,8,64,0.8570,1.0740,0.3745
524288,8,128,0.7503,0.9840,0.2845
524288,8,256,0.7234,1.0942,0.3947
524288,8,512,0.6835,1.0738,0.3743
524288,16,1,2.7085,2.2986,1.9010
524288,16,2,1.8392,1.6437,1.2461
524288,16,4,1.608,1.5653,1.1677
524288,16,8,1.0630,1.1140,0.7164
524288,16,16,0.8937,1.0008,0.6032
524288,16,32,0.7946,0.9612,0.5637
524288,16,64,0.7397,0.8800,0.4824
524288,16,128,0.6671,1.0934,0.6958
524288,16,256,0.5880,1.0132,0.6156
524288,16,512,0.5484,0.9931,0.5955
524288,32,1,3.1258,2.6538,2.306
524288,32,2,2.2613,1.9070,1.5591
524288,32,4,1.5731,1.7213,1.3734
524288,32,8,1.1675,1.5581,1.2103
524288,32,16,0.8306,1.1806,0.8327
524288,32,32,0.7366,1.1219,0.7740
524288,32,64,0.6891,1.0361,0.6882
524288,32,128,0.6066,1.0212,0.6734
524288,32,256,0.5722,1.4672,1.1193
524288,32,512,0.5330,1.3890,1.0411
524288,64,1,3.8510,3.9039,3.5612
524288,64,2,2.4175,3.5500,3.2074
524288,64,4,1.4143,2.0893,1.7466
524288,64,8,1.0731,1.9733,1.6307
524288,64,16,0.8917,1.8918,1.5491
524288,64,32,0.8021,1.8119,1.4692
524288,64,64,0.6371,1.7987,1.4561
524288,64,128,0.5671,2.6429,2.3003
524288,64,256, confi,nfigur,nfigur
524288,64,512, confi,nfigur,nfigur
524288,128,1,4.2249,9.6667,9.3321
524288,128,2,2.2949,4.9069,4.5724
524288,128,4,2.3507,4.3234,3.9889
524288,128,8,1.9663,4.2314,3.8969
524288,128,16,1.1365,3.9247,3.5902
524288,128,32,1.4062,4.1035,3.7689
524288,128,64, confi,nfigur,nfigur
524288,128,128, confi,nfigur,nfigur
524288,128,256, confi,nfigur,nfigur
524288,128,512, confi,nfigur,nfigur
