0, 1024, 512, 1, 2, 719487103, 473129177, 473128665, 0.396715, 0, 0, 2048, 512, 1, 4, 298455806, 174672859, 174672347, 0.369187, 0
0, 1024, 512, 2, 1, 725467959, 467031192, 467030168, 0.391641, 0, 0, 2048, 512, 2, 2, 318493317, 148536851, 148535827, 0.318045, 0
0, 1024, 256, 1, 4, 690153078, 502452508, 502452252, 0.421307, 0, 0, 2048, 256, 1, 8, 264338924, 238113328, 238113072, 0.473902, 0
0, 1024, 256, 2, 2, 688699906, 504119181, 206903500, 0.422628, 0, 0, 2048, 256, 2, 4, 297215169, 206903500, 206902988, 0.410426, 0
0, 1024, 256, 4, 1, 683573357, 509146941, 206614736, 0.426879, 0, 0, 2048, 256, 4, 2, 302531181, 206614736, 206613712, 0.405807, 0
0, 1024, 128, 1, 8, 528001032, 665860771, 214975141, 0.557737, 0, 0, 2048, 128, 1, 16, 450885502, 214975141, 214975013, 0.322853, 0
0, 1024, 128, 2, 4, 604895200, 587946092, 240045141, 0.492895, 0, 0, 2048, 128, 2, 8, 347900695, 240045141, 240044885, 0.408278, 0
0, 1024, 128, 4, 2, 588917290, 604237777, 226717658, 0.50642, 0, 0, 2048, 128, 4, 4, 377519607, 226717658, 226717146, 0.375213, 0
0, 1024, 128, 8, 1, 577741260, 616565630, 226447497, 0.516254, 0, 0, 2048, 128, 8, 2, 390117109, 226447497, 226446473, 0.367273, 0
0, 1024, 64, 1, 16, 548430623, 644539967, 183151307, 0.540282, 0, 0, 2048, 64, 1, 32, 461388596, 183151307, 183151243, 0.284158, 0
0, 1024, 64, 2, 8, 529239784, 663742759, 214100395, 0.556373, 0, 0, 2048, 64, 2, 16, 449642236, 214100395, 214100267, 0.322565, 0
0, 1024, 64, 4, 4, 606095899, 588056957, 240688549, 0.492447, 0, 0, 2048, 64, 4, 8, 347368152, 240688549, 240688293, 0.409295, 0
0, 1024, 64, 8, 2, 589530678, 603956776, 226955028, 0.506044, 0, 0, 2048, 64, 8, 4, 377001236, 226955028, 226954516, 0.375781, 0
0, 1024, 64, 16, 1, 577963076, 615748714, 226205239, 0.515827, 0, 0, 2048, 64, 16, 2, 389542451, 226205239, 226204215, 0.367367, 0
0, 1024, 32, 1, 32, 609014565, 584392942, 172348288, 0.489684, 0, 0, 2048, 32, 1, 64, 412044622, 172348288, 172348256, 0.294919, 0
