0, 1024, 1024, 1, 4612424, 659778, 658754, 0.125143, 0, 0, 2048, 1024, 2, 0, 0, 0, nan, 0
0, 1024, 512, 2, 4506984, 765251, 764227, 0.145147, 0, 0, 2048, 512, 4, 0, 0, 0, nan, 0
0, 1024, 512, 1, 4527872, 744331, 743819, 0.14118, 0, 0, 2048, 512, 2, 0, 0, 0, nan, 0
0, 1024, 256, 4, 4332631, 939576, 938552, 0.178213, 0, 0, 2048, 256, 8, 0, 0, 0, nan, 0
0, 1024, 256, 2, 4356229, 915978, 915466, 0.173737, 0, 0, 2048, 256, 4, 0, 0, 0, nan, 0
0, 1024, 256, 1, 4364154, 908077, 907821, 0.172238, 0, 0, 2048, 256, 2, 0, 0, 0, nan, 0
0, 1024, 128, 8, 4109315, 1165139, 1164115, 0.220902, 0, 0, 2048, 128, 16, 0, 0, 0, nan, 0
0, 1024, 128, 4, 4136448, 1135744, 1135232, 0.215422, 0, 0, 2048, 128, 8, 0, 0, 0, nan, 0
0, 1024, 128, 2, 4143486, 1128710, 1128454, 0.214087, 0, 0, 2048, 128, 4, 0, 0, 0, nan, 0
0, 1024, 128, 1, 4139921, 1132286, 1132158, 0.214765, 0, 0, 2048, 128, 2, 0, 0, 0, nan, 0
0, 1024, 64, 16, 4111560, 1160672, 1159648, 0.220148, 0, 0, 2048, 64, 32, 0, 0, 0, nan, 0
0, 1024, 64, 8, 4138206, 1133997, 1133485, 0.21509, 0, 0, 2048, 64, 16, 0, 0, 0, nan, 0
0, 1024, 64, 4, 4148705, 1123498, 1123242, 0.213098, 0, 0, 2048, 64, 8, 0, 0, 0, nan, 0
0, 1024, 64, 2, 4144892, 1127354, 1127226, 0.213828, 0, 0, 2048, 64, 4, 0, 0, 0, nan, 0
0, 1024, 64, 1, 4266375, 1005821, 1005757, 0.190778, 0, 0, 2048, 64, 2, 0, 0, 0, nan, 0
0, 1024, 32, 32, 4113393, 1158803, 1157779, 0.219795, 0, 0, 2048, 32, 64, 0, 0, 0, nan, 0
0, 1024, 32, 16, 4138789, 1133414, 1132902, 0.214979, 0, 0, 2048, 32, 32, 0, 0, 0, nan, 0
0, 1024, 32, 8, 4149348, 1122887, 1122631, 0.212981, 0, 0, 2048, 32, 16, 0, 0, 0, nan, 0
0, 1024, 32, 4, 4145681, 1126515, 1126387, 0.213671, 0, 0, 2048, 32, 8, 0, 0, 0, nan, 0
0, 1024, 32, 2, 4268626, 1003570, 1003506, 0.190351, 0, 0, 2048, 32, 4, 0, 0, 0, nan, 0
0, 1024, 32, 1, 4379144, 893102, 893070, 0.169397, 0, 0, 2048, 32, 2, 0, 0, 0, nan, 0
0, 1024, 16, 64, 4113716, 1158491, 1157467, 0.219735, 0, 0, 2048, 16, 128, 0, 0, 0, nan, 0
0, 1024, 16, 32, 4137453, 1134754, 1134242, 0.215233, 0, 0, 2048, 16, 64, 0, 0, 0, nan, 0
0, 1024, 16, 16, 4147044, 1125159, 1124903, 0.213413, 0, 0, 2048, 16, 32, 0, 0, 0, nan, 0
0, 1024, 16, 8, 4141568, 1131233, 1131105, 0.214541, 0, 0, 2048, 16, 16, 0, 0, 0, nan, 0
0, 1024, 16, 4, 4268805, 1003387, 1003323, 0.190317, 0, 0, 2048, 16, 8, 0, 0, 0, nan, 0
0, 1024, 16, 2, 4377779, 896698, 896666, 0.170007, 0, 0, 2048, 16, 4, 0, 0, 0, nan, 0
0, 1024, 16, 1, 4352303, 919943, 919927, 0.174488, 0, 0, 2048, 16, 2, 0, 0, 0, nan, 0
