2, 4096, 8, 16, 32, 4736909, 535313, 535185, 0.101535, 0, 2, 2048, 8, 16, 16, 251279, 283906, 283778, 0.530482, 0
2, 4096, 8, 32, 16, 4638369, 633814, 633558, 0.120219, 0, 2, 2048, 8, 32, 8, 249712, 383846, 383590, 0.605858, 0
2, 4096, 8, 64, 8, 4616275, 655943, 655431, 0.124415, 0, 2, 2048, 8, 64, 4, 136893, 518538, 518026, 0.79114, 0
2, 4096, 8, 128, 4, 4620777, 651402, 650378, 0.123555, 0, 2, 2048, 8, 128, 2, 99084, 551294, 550270, 0.847652, 0
2, 4096, 4, 1, 1024, 4063390, 1208778, 1208774, 0.229275, 0, 2, 2048, 4, 1, 512, 408328, 800446, 800442, 0.662197, 0
2, 4096, 4, 2, 512, 4061536, 1210643, 1210635, 0.229629, 0, 2, 2048, 4, 2, 256, 654866, 555769, 555761, 0.459072, 0
0, 4096, 512, 1, 8, 3550564, 1721619, 1721107, 0.326548, 0, 0, 2048, 512, 1, 4, 1185474, 535633, 535121, 0.311214, 0
2, 4096, 4, 4, 256, 4438440, 833732, 833716, 0.158138, 0, 2, 2048, 4, 4, 128, 467060, 366656, 366640, 0.439785, 0
0, 4096, 512, 2, 4, 3608524, 1663655, 1662631, 0.315554, 0, 0, 2048, 512, 2, 2, 1102261, 560370, 559346, 0.337038, 0
2, 4096, 4, 8, 128, 4609019, 665389, 665357, 0.126154, 0, 2, 2048, 4, 8, 64, 354891, 310466, 310434, 0.466616, 0
0, 4096, 256, 1, 16, 4262205, 1009978, 1009722, 0.191567, 0, 0, 2048, 256, 1, 8, 570664, 439058, 438802, 0.434831, 0
2, 4096, 4, 16, 64, 4667394, 604799, 604735, 0.114715, 0, 2, 2048, 4, 16, 32, 313995, 290740, 290676, 0.480773, 0
0, 4096, 256, 2, 8, 4064833, 1207378, 1206866, 0.229008, 0, 0, 2048, 256, 2, 4, 645250, 561616, 561104, 0.465351, 0
2, 4096, 4, 32, 32, 4624678, 647501, 647373, 0.122815, 0, 2, 2048, 4, 32, 16, 348340, 299033, 298905, 0.461918, 0
2, 4096, 4, 64, 16, 4594636, 678106, 677850, 0.128606, 0, 2, 2048, 4, 64, 8, 281691, 396159, 395903, 0.584435, 0
0, 4096, 256, 4, 4, 4086296, 1185887, 1184863, 0.224933, 0, 0, 2048, 256, 4, 2, 594549, 590314, 589290, 0.498213, 0
2, 4096, 4, 128, 8, 4562607, 709572, 709060, 0.134588, 0, 2, 2048, 4, 128, 4, 182197, 526863, 526351, 0.743044, 0
0, 4096, 128, 1, 32, 4399716, 872452, 872324, 0.165483, 0, 0, 2048, 128, 1, 16, 539153, 333171, 333043, 0.381935, 0
2, 4096, 4, 256, 4, 4597139, 677354, 676330, 0.128421, 0, 2, 2048, 4, 256, 2, 114153, 562177, 561153, 0.831217, 0
0, 4096, 128, 2, 16, 4293833, 978360, 978104, 0.18557, 0, 0, 2048, 128, 2, 8, 543473, 434631, 434375, 0.444361, 0
2, 4096, 2, 1, 2048, 3646576, 1625592, 1625590, 0.308335, 0, 2, 2048, 2, 1, 1024, 261376, 1364214, 1364212, 0.839212, 0
0, 4096, 128, 4, 8, 4051488, 1220695, 1220183, 0.231535, 0, 0, 2048, 128, 4, 4, 656825, 563358, 562846, 0.4617, 0
0, 4096, 128, 8, 4, 254663, 96823, 95799, 0.275468, 0, 0, 2048, 128, 8, 2, 36440, 59359, 58367, 0.61962, 0
2, 4096, 2, 2, 1024, 3740873, 1531306, 1531302, 0.29045, 0, 2, 2048, 2, 2, 512, 691080, 840222, 840218, 0.548698, 0
