0, 1048576, 512, 2048, 4922031, 350226, 155083, 0.0664281, 0
0, 1048576, 512, 1024, 4950082, 324413, 156347, 0.061506, 0
0, 1048576, 512, 512, 4976974, 295258, 153749, 0.0560025, 0
0, 1048576, 256, 4096, 4921698, 350520, 155440, 0.0664844, 0
0, 1048576, 256, 2048, 4950115, 322107, 154369, 0.0610951, 0
0, 1048576, 256, 1024, 4977173, 295088, 153749, 0.0559699, 0
0, 1048576, 256, 512, 5010832, 261390, 152003, 0.0495787, 0
0, 1048576, 128, 8192, 4922092, 350130, 154869, 0.0664103, 0
0, 1048576, 128, 4096, 4949892, 322326, 154542, 0.0611367, 0
0, 1048576, 128, 2048, 4977068, 295150, 153656, 0.0559821, 0
0, 1048576, 128, 1024, 5011136, 261082, 151672, 0.0495203, 0
0, 1048576, 128, 512, 5092586, 179632, 118433, 0.0340714, 0
0, 1048576, 64, 16384, 4922058, 352405, 156631, 0.0668134, 0
0, 1048576, 64, 8192, 4950308, 324239, 156126, 0.0614724, 0
0, 1048576, 64, 4096, 4977563, 294659, 153210, 0.055889, 0
0, 1048576, 64, 2048, 5011290, 260967, 151489, 0.0494982, 0
0, 1048576, 64, 1024, 5092917, 181622, 120366, 0.0344337, 0
0, 1048576, 64, 512, 5175818, 98633, 67547, 0.0187001, 0
0, 1048576, 32, 32768, 4922472, 349735, 153961, 0.0663356, 0
0, 1048576, 32, 16384, 4950626, 321635, 153665, 0.0610051, 0
0, 1048576, 32, 8192, 4977758, 294460, 152650, 0.0558513, 0
0, 1048576, 32, 4096, 5011801, 260475, 150932, 0.0494047, 0
0, 1048576, 32, 2048, 5092960, 179286, 118050, 0.0340056, 0
0, 1048576, 32, 1024, 5175158, 97064, 65982, 0.0184105, 0
0, 1048576, 32, 512, 5218675, 55832, 39996, 0.0105853, 0
0, 1048576, 16, 65536, 4922771, 349451, 153443, 0.0662815, 0
0, 1048576, 16, 32768, 4950877, 321351, 153054, 0.0609517, 0
0, 1048576, 16, 16384, 4978686, 295878, 153638, 0.0560953, 0
0, 1048576, 16, 8192, 5012170, 262326, 152408, 0.0497348, 0
0, 1048576, 16, 4096, 5092885, 179885, 118636, 0.0341158, 0
0, 1048576, 16, 2048, 5175324, 96894, 65798, 0.0183782, 0
0, 1048576, 16, 1024, 5218786, 55725, 39844, 0.010565, 0
0, 1048576, 16, 512, 5241410, 30851, 22847, 0.00585157, 0
0, 1048576, 8, 131072, 4923826, 348396, 152140, 0.0660814, 0
0, 1048576, 8, 65536, 4951480, 320742, 152096, 0.0608362, 0
0, 1048576, 8, 32768, 4980278, 296149, 154262, 0.0561268, 0
0, 1048576, 8, 16384, 5012457, 259793, 149461, 0.0492755, 0
0, 1048576, 8, 8192, 5093740, 179030, 117395, 0.0339537, 0
0, 1048576, 8, 4096, 5175394, 96817, 65608, 0.0183636, 0
0, 1048576, 8, 2048, 5217245, 54977, 39130, 0.0104277, 0
0, 1048576, 8, 1024, 5241451, 30799, 22779, 0.00584172, 0
0, 1048576, 8, 512, 5254603, 17697, 13643, 0.0033566, 0
0, 1048576, 4, 262144, 4925288, 346934, 149960, 0.0658041, 0
0, 1048576, 4, 131072, 4953121, 319136, 149211, 0.0605312, 0
0, 1048576, 4, 65536, 4980007, 294455, 150052, 0.0558265, 0
0, 1048576, 4, 32768, 5013792, 258469, 146698, 0.0490243, 0
0, 1048576, 4, 16384, 5093863, 178409, 116380, 0.0338391, 0
0, 1048576, 4, 8192, 5176051, 96206, 64884, 0.0182476, 0
0, 1048576, 4, 4096, 5217771, 54436, 38453, 0.0103251, 0
0, 1048576, 4, 2048, 5241701, 30521, 22480, 0.00578902, 0
0, 1048576, 4, 1024, 5254587, 17624, 13577, 0.00334281, 0
0, 1048576, 4, 512, 5261807, 10411, 8377, 0.00197469, 0
0, 1048576, 2, 524288, 4926086, 346136, 147062, 0.0656528, 0
0, 1048576, 2, 262144, 4952712, 319505, 147477, 0.0606016, 0
0, 1048576, 2, 131072, 4981580, 290638, 145092, 0.0551263, 0
0, 1048576, 2, 65536, 5014312, 257949, 144457, 0.0489257, 0
0, 1048576, 2, 32768, 5094373, 177834, 115074, 0.0337305, 0
0, 1048576, 2, 16384, 5176860, 95396, 63628, 0.018094, 0
0, 1048576, 2, 8192, 5218115, 54092, 38079, 0.0102598, 0
0, 1048576, 2, 4096, 5241862, 30414, 22328, 0.00576867, 0
0, 1048576, 2, 2048, 5254601, 17636, 13571, 0.00334507, 0
0, 1048576, 2, 1024, 5261895, 10366, 8328, 0.00196614, 0
0, 1048576, 2, 512, 5261668, 10589, 9570, 0.00200844, 0
0, 1048576, 1, 1048576, 4931936, 340275, 135213, 0.0645412, 0
0, 1048576, 1, 524288, 4956139, 316083, 139904, 0.0599525, 0
0, 1048576, 1, 262144, 4982000, 290218, 141042, 0.0550467, 0
0, 1048576, 1, 131072, 5009866, 262352, 145259, 0.0497612, 0
0, 1048576, 1, 65536, 5098555, 173663, 109214, 0.0329393, 0
0, 1048576, 1, 32768, 5177116, 95106, 62799, 0.0180391, 0
0, 1048576, 1, 16384, 5216808, 55410, 39069, 0.0105098, 0
0, 1048576, 1, 8192, 5241406, 30812, 22635, 0.00584422, 0
0, 1048576, 1, 4096, 5252505, 19717, 15641, 0.00373979, 0
0, 1048576, 1, 2048, 5259243, 12979, 10942, 0.00246177, 0
0, 1048576, 1, 1024, 5234100, 38122, 37099, 0.00723073, 0
0, 1048576, 1, 512, 5251056, 21166, 20656, 0.00401463, 0
1, 1048576, 512, 2048, 4932679, 339539, 114424, 0.0644015, 0
1, 1048576, 512, 1024, 4960188, 312023, 115071, 0.0591826, 0
1, 1048576, 512, 512, 4987339, 284883, 115880, 0.0540347, 0
1, 1048576, 256, 4096, 4932662, 339566, 114686, 0.0644065, 0
1, 1048576, 256, 2048, 4960164, 312054, 115306, 0.0591884, 0
1, 1048576, 256, 1024, 4987299, 284918, 116099, 0.0540414, 0
1, 1048576, 256, 512, 5021090, 251132, 120183, 0.047633, 0
1, 1048576, 128, 8192, 4932575, 339647, 114933, 0.064422, 0
1, 1048576, 128, 4096, 4960143, 312094, 115438, 0.0591957, 0
1, 1048576, 128, 2048, 4987290, 284975, 116337, 0.0540517, 0
1, 1048576, 128, 1024, 5021109, 251148, 120373, 0.0476358, 0
1, 1048576, 128, 512, 5097378, 174844, 109308, 0.0331632, 0
1, 1048576, 64, 16384, 4932632, 339586, 114941, 0.0644105, 0
1, 1048576, 64, 8192, 4960187, 312024, 115529, 0.0591828, 0
1, 1048576, 64, 4096, 4987277, 284945, 116304, 0.0540465, 0
1, 1048576, 64, 2048, 5021100, 251183, 120459, 0.0476422, 0
